Tiempo (s)	Voltaje (V)
95.707000	2.652067
95.708000	2.653358
95.709000	2.653035
95.710000	2.651744
95.711000	2.650130
95.712000	2.648838
95.713000	2.647547
95.714000	2.647547
95.715000	2.646902
95.716000	2.648193
95.717000	2.649807
95.718000	2.651098
95.719000	2.652712
95.720000	2.654326
95.721000	2.656263
95.722000	2.657554
95.723000	2.658523
95.724000	2.657231
95.725000	2.657231
95.726000	2.655940
95.727000	2.657231
95.728000	2.658200
95.729000	2.659168
95.730000	2.660782
95.731000	2.662719
95.732000	2.662719
95.733000	2.663365
95.734000	2.663042
95.735000	2.661751
95.736000	2.660782
95.737000	2.659814
95.738000	2.658523
95.739000	2.658845
95.740000	2.661105
95.741000	2.663042
95.742000	2.666270
95.743000	2.668207
95.744000	2.669498
95.745000	2.669498
95.746000	2.668853
95.747000	2.668530
95.748000	2.667884
95.749000	2.666270
95.750000	2.664656
95.751000	2.663688
95.752000	2.661105
95.753000	2.655940
95.754000	2.650775
95.755000	2.646256
95.756000	2.641737
95.757000	2.637863
95.758000	2.634958
95.759000	2.633344
95.760000	2.631730
95.761000	2.631407
95.762000	2.630761
95.763000	2.630116
95.764000	2.628824
95.765000	2.629793
95.766000	2.630116
95.767000	2.632698
95.768000	2.635926
95.769000	2.639800
95.770000	2.642382
95.771000	2.643674
95.772000	2.644965
95.773000	2.642382
95.774000	2.636895
95.775000	2.629793
95.776000	2.623982
95.777000	2.619140
95.778000	2.616881
95.779000	2.616881
95.780000	2.616558
95.781000	2.617849
95.782000	2.620109
95.783000	2.622045
95.784000	2.623982
95.785000	2.624951
95.786000	2.626565
95.787000	2.627210
95.788000	2.630116
95.789000	2.633989
95.790000	2.637217
95.791000	2.639477
95.792000	2.640768
95.793000	2.642059
95.794000	2.642705
95.795000	2.641091
95.796000	2.636572
95.797000	2.632698
95.798000	2.629147
95.799000	2.626565
95.800000	2.626888
95.801000	2.625596
95.802000	2.626242
95.803000	2.627210
95.804000	2.629793
95.805000	2.630438
95.806000	2.633666
95.807000	2.634635
95.808000	2.636895
95.809000	2.639477
95.810000	2.642059
95.811000	2.643996
95.812000	2.646256
95.813000	2.647870
95.814000	2.648838
95.815000	2.648838
95.816000	2.648838
95.817000	2.646256
95.818000	2.644965
95.819000	2.643996
95.820000	2.643028
95.821000	2.642705
95.822000	2.642705
95.823000	2.640768
95.824000	2.638186
95.825000	2.633344
95.826000	2.629147
95.827000	2.628502
95.828000	2.629793
95.829000	2.633344
95.830000	2.636249
95.831000	2.635603
95.832000	2.633989
95.833000	2.631084
95.834000	2.627856
95.835000	2.620754
95.836000	2.609779
95.837000	2.597189
95.838000	2.588151
95.839000	2.583309
95.840000	2.580726
95.841000	2.582663
95.842000	2.586537
95.843000	2.595252
95.844000	2.604291
95.845000	2.612038
95.846000	2.618495
95.847000	2.624951
95.848000	2.634312
95.849000	2.645610
95.850000	2.656586
95.851000	2.665947
95.852000	2.671758
95.853000	2.674017
95.854000	2.673372
95.855000	2.669498
95.856000	2.663365
95.857000	2.654003
95.858000	2.645288
95.859000	2.639800
95.860000	2.629793
95.861000	2.617849
95.862000	2.606873
95.863000	2.598158
95.864000	2.592993
95.865000	2.592993
95.866000	2.597835
95.867000	2.604291
95.868000	2.610424
95.869000	2.613975
95.870000	2.619140
95.871000	2.624951
95.872000	2.631730
95.873000	2.636895
95.874000	2.640123
95.875000	2.639154
95.876000	2.632052
95.877000	2.620754
95.878000	2.606873
95.879000	2.593961
95.880000	2.587182
95.881000	2.583954
95.882000	2.582986
95.883000	2.583631
95.884000	2.585568
95.885000	2.588473
95.886000	2.591379
95.887000	2.594284
95.888000	2.601063
95.889000	2.611393
95.890000	2.620754
95.891000	2.629147
95.892000	2.636572
95.893000	2.643996
95.894000	2.650775
95.895000	2.657877
95.896000	2.656586
95.897000	2.648193
95.898000	2.638831
95.899000	2.630116
95.900000	2.624305
95.901000	2.623014
95.902000	2.626242
95.903000	2.629793
95.904000	2.633021
95.905000	2.635603
95.906000	2.632698
95.907000	2.625919
95.908000	2.618172
95.909000	2.611393
95.910000	2.603645
95.911000	2.593638
95.912000	2.581694
95.913000	2.574593
95.914000	2.573624
95.915000	2.579112
95.916000	2.590410
95.917000	2.601709
95.918000	2.610747
95.919000	2.616235
95.920000	2.621400
95.921000	2.625596
95.922000	2.635281
95.923000	2.649161
95.924000	2.664010
95.925000	2.674986
95.926000	2.688221
95.927000	2.702747
95.928000	2.712432
95.929000	2.709849
95.930000	2.692095
95.931000	2.664656
95.932000	2.631084
95.933000	2.598803
95.934000	2.569105
95.935000	2.542958
95.936000	2.525203
95.937000	2.518424
95.938000	2.521652
95.939000	2.529722
95.940000	2.543280
95.941000	2.559421
95.942000	2.578789
95.943000	2.599126
95.944000	2.613975
95.945000	2.626888
95.946000	2.635281
95.947000	2.637863
95.948000	2.636572
95.949000	2.634635
95.950000	2.627210
95.951000	2.614298
95.952000	2.600740
95.953000	2.590410
95.954000	2.583631
95.955000	2.576852
95.956000	2.567814
95.957000	2.556193
95.958000	2.547477
95.959000	2.541989
95.960000	2.536824
95.961000	2.534242
95.962000	2.533273
95.963000	2.534242
95.964000	2.536179
95.965000	2.543280
95.966000	2.554901
95.967000	2.558775
95.968000	2.555224
95.969000	2.551996
95.970000	2.546831
95.971000	2.544894
95.972000	2.553287
95.973000	2.569105
95.974000	2.585891
95.975000	2.600740
95.976000	2.610424
95.977000	2.614621
95.978000	2.613330
95.979000	2.604937
95.980000	2.593316
95.981000	2.582340
95.982000	2.575561
95.983000	2.568459
95.984000	2.566200
95.985000	2.567814
95.986000	2.572333
95.987000	2.578466
95.988000	2.584923
95.989000	2.589442
95.990000	2.593316
95.991000	2.601709
95.992000	2.614621
95.993000	2.627210
95.994000	2.630438
95.995000	2.625596
95.996000	2.614621
95.997000	2.605259
95.998000	2.599449
95.999000	2.592347
96.000000	2.586537
96.001000	2.582340
96.002000	2.580403
96.003000	2.577821
96.004000	2.572979
96.005000	2.567168
96.006000	2.559744
96.007000	2.553287
96.008000	2.549737
96.009000	2.546508
96.010000	2.543926
96.011000	2.542958
96.012000	2.541344
96.013000	2.540052
96.014000	2.538438
96.015000	2.536824
96.016000	2.540698
96.017000	2.547800
96.018000	2.557484
96.019000	2.567168
96.020000	2.576530
96.021000	2.583309
96.022000	2.583954
96.023000	2.582663
96.024000	2.583631
96.025000	2.583309
96.026000	2.584600
96.027000	2.588151
96.028000	2.599772
96.029000	2.617849
96.030000	2.633021
96.031000	2.643996
96.032000	2.649807
96.033000	2.655617
96.034000	2.664333
96.035000	2.674663
96.036000	2.683379
96.037000	2.683056
96.038000	2.667238
96.039000	2.639477
96.040000	2.606551
96.041000	2.572010
96.042000	2.539730
96.043000	2.512936
96.044000	2.491954
96.045000	2.473231
96.046000	2.456122
96.047000	2.441273
96.048000	2.430943
96.049000	2.426424
96.050000	2.428038
96.051000	2.437077
96.052000	2.453863
96.053000	2.472908
96.054000	2.495828
96.055000	2.521652
96.056000	2.547154
96.057000	2.573301
96.058000	2.591702
96.059000	2.601709
96.060000	2.599772
96.061000	2.596544
96.062000	2.588151
96.063000	2.579758
96.064000	2.572979
96.065000	2.567491
96.066000	2.562326
96.067000	2.552965
96.068000	2.541666
96.069000	2.533273
96.070000	2.529400
96.071000	2.529077
96.072000	2.532628
96.073000	2.538761
96.074000	2.547154
96.075000	2.555224
96.076000	2.561035
96.077000	2.564263
96.078000	2.567491
96.079000	2.567168
96.080000	2.565877
96.081000	2.566845
96.082000	2.572010
96.083000	2.581372
96.084000	2.593316
96.085000	2.603323
96.086000	2.611070
96.087000	2.609456
96.088000	2.597189
96.089000	2.576207
96.090000	2.550705
96.091000	2.527463
96.092000	2.511000
96.093000	2.506480
96.094000	2.506803
96.095000	2.504543
96.096000	2.508417
96.097000	2.530691
96.098000	2.559421
96.099000	2.584277
96.100000	2.599449
96.101000	2.602677
96.102000	2.594607
96.103000	2.582663
96.104000	2.576530
96.105000	2.572010
96.106000	2.566845
96.107000	2.566523
96.108000	2.572656
96.109000	2.584600
96.110000	2.603323
96.111000	2.625274
96.112000	2.645610
96.113000	2.662396
96.114000	2.676277
96.115000	2.689189
96.116000	2.704361
96.117000	2.720502
96.118000	2.732123
96.119000	2.727926
96.120000	2.700810
96.121000	2.648838
96.122000	2.584277
96.123000	2.529400
96.124000	2.486789
96.125000	2.459028
96.126000	2.453863
96.127000	2.464193
96.128000	2.486789
96.129000	2.512614
96.130000	2.535856
96.131000	2.557484
96.132000	2.579758
96.133000	2.601709
96.134000	2.611716
96.135000	2.609779
96.136000	2.604937
96.137000	2.592993
96.138000	2.570719
96.139000	2.549737
96.140000	2.541344
96.141000	2.547800
96.142000	2.560712
96.143000	2.570396
96.144000	2.577175
96.145000	2.591702
96.146000	2.613652
96.147000	2.642382
96.148000	2.671112
96.149000	2.689512
96.150000	2.681765
96.151000	2.649161
96.152000	2.605905
96.153000	2.563940
96.154000	2.530691
96.155000	2.520684
96.156000	2.540375
96.157000	2.579112
96.158000	2.620109
96.159000	2.653035
96.160000	2.670144
96.161000	2.659491
96.162000	2.625596
96.163000	2.582986
96.164000	2.541666
96.165000	2.506480
96.166000	2.477428
96.167000	2.462256
96.168000	2.459996
96.169000	2.472908
96.170000	2.505835
96.171000	2.556193
96.172000	2.626565
96.173000	2.725989
96.174000	2.830902
96.175000	2.916769
96.176000	2.966804
96.177000	2.969064
96.178000	2.928713
96.179000	2.858663
96.180000	2.773442
96.181000	2.698228
96.182000	2.637863
96.183000	2.580080
96.184000	2.526172
96.185000	2.462256
96.186000	2.395435
96.187000	2.338943
96.188000	2.315378
96.189000	2.347659
96.190000	2.405764
96.191000	2.480010
96.192000	2.561035
96.193000	2.637540
96.194000	2.696614
96.195000	2.738579
96.196000	2.763112
96.197000	2.778930
96.198000	2.787000
96.199000	2.783126
96.200000	2.766986
96.201000	2.735996
96.202000	2.701456
96.203000	2.666593
96.204000	2.632052
96.205000	2.597189
96.206000	2.553610
96.207000	2.515196
96.208000	2.498733
96.209000	2.506158
96.210000	2.530045
96.211000	2.553933
96.212000	2.557807
96.213000	2.554579
96.214000	2.558775
96.215000	2.564586
96.216000	2.568459
96.217000	2.571042
96.218000	2.573947
96.219000	2.562649
96.220000	2.534242
96.221000	2.518101
96.222000	2.540375
96.223000	2.581049
96.224000	2.610747
96.225000	2.627210
96.226000	2.635926
96.227000	2.641091
96.228000	2.632698
96.229000	2.613975
96.230000	2.592993
96.231000	2.579435
96.232000	2.594284
96.233000	2.637540
96.234000	2.695646
96.235000	2.742775
96.236000	2.767954
96.237000	2.768923
96.238000	2.755365
96.239000	2.726635
96.240000	2.684347
96.241000	2.627856
96.242000	2.558130
96.243000	2.478719
96.244000	2.400922
96.245000	2.337652
96.246000	2.316670
96.247000	2.335070
96.248000	2.357020
96.249000	2.366705
96.250000	2.360571
96.251000	2.362185
96.252000	2.381231
96.253000	2.425133
96.254000	2.485175
96.255000	2.552642
96.256000	2.625274
96.257000	2.690158
96.258000	2.750200
96.259000	2.795716
96.260000	2.817990
96.261000	2.818312
96.262000	2.801849
96.263000	2.751814
96.264000	2.664656
96.265000	2.569428
96.266000	2.494536
96.267000	2.449343
96.268000	2.430298
96.269000	2.429975
96.270000	2.419645
96.271000	2.395757
96.272000	2.388656
96.273000	2.402536
96.274000	2.439014
96.275000	2.485498
96.276000	2.517779
96.277000	2.538761
96.278000	2.563940
96.279000	2.595252
96.280000	2.631730
96.281000	2.674340
96.282000	2.703070
96.283000	2.700488
96.284000	2.681119
96.285000	2.660782
96.286000	2.634958
96.287000	2.605582
96.288000	2.574270
96.289000	2.542635
96.290000	2.520684
96.291000	2.507449
96.292000	2.501638
96.293000	2.493568
96.294000	2.476136
96.295000	2.449666
96.296000	2.464193
96.297000	2.520038
96.298000	2.570719
96.299000	2.594607
96.300000	2.595575
96.301000	2.562649
96.302000	2.513905
96.303000	2.480656
96.304000	2.480656
96.305000	2.498410
96.306000	2.526494
96.307000	2.587182
96.308000	2.645610
96.309000	2.683056
96.310000	2.698228
96.311000	2.703716
96.312000	2.686930
96.313000	2.644642
96.314000	2.596866
96.315000	2.556516
96.316000	2.526494
96.317000	2.504543
96.318000	2.496150
96.319000	2.498733
96.320000	2.513582
96.321000	2.533596
96.322000	2.543280
96.323000	2.527140
96.324000	2.504221
96.325000	2.487112
96.326000	2.470003
96.327000	2.461933
96.328000	2.471294
96.329000	2.488080
96.330000	2.512936
96.331000	2.541989
96.332000	2.562326
96.333000	2.570073
96.334000	2.577498
96.335000	2.581372
96.336000	2.568782
96.337000	2.547154
96.338000	2.519715
96.339000	2.489694
96.340000	2.464838
96.341000	2.462901
96.342000	2.483561
96.343000	2.513259
96.344000	2.541021
96.345000	2.558130
96.346000	2.561035
96.347000	2.551351
96.348000	2.536824
96.349000	2.520361
96.350000	2.505512
96.351000	2.495182
96.352000	2.482593
96.353000	2.470972
96.354000	2.461610
96.355000	2.455477
96.356000	2.448052
96.357000	2.443856
96.358000	2.442564
96.359000	2.443856
96.360000	2.446761
96.361000	2.449666
96.362000	2.456768
96.363000	2.466452
96.364000	2.476782
96.365000	2.488726
96.366000	2.498087
96.367000	2.505835
96.368000	2.510031
96.369000	2.511000
96.370000	2.510354
96.371000	2.508094
96.372000	2.509386
96.373000	2.508417
96.374000	2.508094
96.375000	2.509063
96.376000	2.518101
96.377000	2.526172
96.378000	2.532305
96.379000	2.536501
96.380000	2.539084
96.381000	2.541989
96.382000	2.545863
96.383000	2.552642
96.384000	2.553933
96.385000	2.551028
96.386000	2.547800
96.387000	2.542312
96.388000	2.534242
96.389000	2.524880
96.390000	2.516487
96.391000	2.510677
96.392000	2.508417
96.393000	2.502607
96.394000	2.499701
96.395000	2.499379
96.396000	2.499701
96.397000	2.501638
96.398000	2.502284
96.399000	2.503898
96.400000	2.506158
96.401000	2.509063
96.402000	2.513259
96.403000	2.518747
96.404000	2.521652
96.405000	2.521975
96.406000	2.521652
96.407000	2.518747
96.408000	2.517456
96.409000	2.515519
96.410000	2.515196
96.411000	2.513582
96.412000	2.512936
96.413000	2.511645
96.414000	2.511000
96.415000	2.511000
96.416000	2.511000
96.417000	2.511645
96.418000	2.512936
96.419000	2.512936
96.420000	2.512291
96.421000	2.509063
96.422000	2.503252
96.423000	2.495828
96.424000	2.499379
96.425000	2.505189
96.426000	2.510677
96.427000	2.512936
96.428000	2.514228
96.429000	2.512936
96.430000	2.510677
96.431000	2.515519
96.432000	2.520684
96.433000	2.521975
96.434000	2.519715
96.435000	2.518747
96.436000	2.519393
96.437000	2.519393
96.438000	2.518747
96.439000	2.516165
96.440000	2.512936
96.441000	2.509063
96.442000	2.505189
96.443000	2.500024
96.444000	2.496150
96.445000	2.494214
96.446000	2.494536
96.447000	2.495828
96.448000	2.497765
96.449000	2.499379
96.450000	2.500670
96.451000	2.500993
96.452000	2.500347
96.453000	2.497765
96.454000	2.498410
96.455000	2.500993
96.456000	2.504866
96.457000	2.509708
96.458000	2.513905
96.459000	2.516487
96.460000	2.515842
96.461000	2.514551
96.462000	2.514228
96.463000	2.512936
96.464000	2.512614
96.465000	2.511645
96.466000	2.511322
96.467000	2.510677
96.468000	2.510031
96.469000	2.508094
96.470000	2.506803
96.471000	2.504543
96.472000	2.502284
96.473000	2.499379
96.474000	2.497765
96.475000	2.496473
96.476000	2.495828
96.477000	2.494859
96.478000	2.493891
96.479000	2.496796
96.480000	2.499701
96.481000	2.502607
96.482000	2.507126
96.483000	2.509708
96.484000	2.509386
96.485000	2.504866
96.486000	2.499701
96.487000	2.495505
96.488000	2.494859
96.489000	2.499056
96.490000	2.505512
96.491000	2.512614
96.492000	2.520361
96.493000	2.528431
96.494000	2.533596
96.495000	2.534887
96.496000	2.531982
96.497000	2.526817
96.498000	2.519393
96.499000	2.512936
96.500000	2.508740
96.501000	2.502284
96.502000	2.496796
96.503000	2.491954
96.504000	2.490340
96.505000	2.489049
96.506000	2.486466
96.507000	2.485498
96.508000	2.484852
96.509000	2.485175
96.510000	2.489694
96.511000	2.496796
96.512000	2.506158
96.513000	2.513582
96.514000	2.519715
96.515000	2.520361
96.516000	2.516810
96.517000	2.514228
96.518000	2.514551
96.519000	2.518424
96.520000	2.523589
96.521000	2.530045
96.522000	2.532305
96.523000	2.527786
96.524000	2.514551
96.525000	2.496796
96.526000	2.478073
96.527000	2.464515
96.528000	2.455477
96.529000	2.449666
96.530000	2.449021
96.531000	2.455477
96.532000	2.461933
96.533000	2.461610
96.534000	2.457091
96.535000	2.451280
96.536000	2.446438
96.537000	2.443856
96.538000	2.441596
96.539000	2.440950
96.540000	2.440305
96.541000	2.437722
96.542000	2.438691
96.543000	2.441919
96.544000	2.446761
96.545000	2.451280
96.546000	2.456122
96.547000	2.458382
96.548000	2.459028
96.549000	2.460319
96.550000	2.463224
96.551000	2.464193
96.552000	2.462901
96.553000	2.459350
96.554000	2.454831
96.555000	2.450635
96.556000	2.448052
96.557000	2.448052
96.558000	2.449343
96.559000	2.452571
96.560000	2.453540
96.561000	2.451926
96.562000	2.449666
96.563000	2.444501
96.564000	2.439336
96.565000	2.434171
96.566000	2.431912
96.567000	2.430943
96.568000	2.430621
96.569000	2.429329
96.570000	2.428684
96.571000	2.428361
96.572000	2.428684
96.573000	2.431912
96.574000	2.435463
96.575000	2.440628
96.576000	2.447084
96.577000	2.452249
96.578000	2.456768
96.579000	2.458382
96.580000	2.459028
96.581000	2.456768
96.582000	2.455477
96.583000	2.452894
96.584000	2.449989
96.585000	2.447729
96.586000	2.445147
96.587000	2.442564
96.588000	2.439336
96.589000	2.435785
96.590000	2.434171
96.591000	2.436754
96.592000	2.441273
96.593000	2.446761
96.594000	2.452249
96.595000	2.454186
96.596000	2.456768
96.597000	2.459673
96.598000	2.462901
96.599000	2.464193
96.600000	2.464515
96.601000	2.463547
96.602000	2.460319
96.603000	2.457414
96.604000	2.453217
96.605000	2.448698
96.606000	2.443856
96.607000	2.440305
96.608000	2.435785
96.609000	2.431912
96.610000	2.429329
96.611000	2.428038
96.612000	2.426101
96.613000	2.425133
96.614000	2.424487
96.615000	2.424164
96.616000	2.424164
96.617000	2.424810
96.618000	2.425133
96.619000	2.425133
96.620000	2.425456
96.621000	2.423842
96.622000	2.423519
96.623000	2.424164
96.624000	2.423519
96.625000	2.423519
96.626000	2.424487
96.627000	2.427715
96.628000	2.433849
96.629000	2.435140
96.630000	2.435463
96.631000	2.435785
96.632000	2.434494
96.633000	2.432557
96.634000	2.432880
96.635000	2.436431
96.636000	2.439014
96.637000	2.439014
96.638000	2.437722
96.639000	2.435785
96.640000	2.434171
96.641000	2.431589
96.642000	2.429007
96.643000	2.426747
96.644000	2.424810
96.645000	2.424164
96.646000	2.423519
96.647000	2.423519
96.648000	2.424810
96.649000	2.426101
96.650000	2.428684
96.651000	2.433526
96.652000	2.439659
96.653000	2.446115
96.654000	2.453217
96.655000	2.458059
96.656000	2.457414
96.657000	2.451926
96.658000	2.442887
96.659000	2.434171
96.660000	2.426101
96.661000	2.419322
96.662000	2.414480
96.663000	2.411252
96.664000	2.408024
96.665000	2.403828
96.666000	2.398340
96.667000	2.393498
96.668000	2.391238
96.669000	2.389301
96.670000	2.390270
96.671000	2.393175
96.672000	2.397371
96.673000	2.399954
96.674000	2.402536
96.675000	2.404473
96.676000	2.405119
96.677000	2.408024
96.678000	2.410929
96.679000	2.415126
96.680000	2.419968
96.681000	2.425456
96.682000	2.430298
96.683000	2.433526
96.684000	2.436754
96.685000	2.440950
96.686000	2.443210
96.687000	2.444824
96.688000	2.446115
96.689000	2.444501
96.690000	2.442564
96.691000	2.441919
96.692000	2.441273
96.693000	2.440628
96.694000	2.439336
96.695000	2.439336
96.696000	2.438045
96.697000	2.435785
96.698000	2.432557
96.699000	2.431266
96.700000	2.429329
96.701000	2.429975
96.702000	2.434817
96.703000	2.443533
96.704000	2.451603
96.705000	2.456768
96.706000	2.458382
96.707000	2.459028
96.708000	2.458705
96.709000	2.457736
96.710000	2.459028
96.711000	2.460319
96.712000	2.462579
96.713000	2.462901
96.714000	2.459996
96.715000	2.456445
96.716000	2.453540
96.717000	2.453217
96.718000	2.453217
96.719000	2.453540
96.720000	2.451926
96.721000	2.449666
96.722000	2.447729
96.723000	2.446761
96.724000	2.446761
96.725000	2.448375
96.726000	2.450312
96.727000	2.452894
96.728000	2.454186
96.729000	2.455154
96.730000	2.454508
96.731000	2.455477
96.732000	2.456445
96.733000	2.458382
96.734000	2.459996
96.735000	2.461610
96.736000	2.461287
96.737000	2.461287
96.738000	2.461610
96.739000	2.461287
96.740000	2.460964
96.741000	2.460964
96.742000	2.461933
96.743000	2.462901
96.744000	2.462256
96.745000	2.459028
96.746000	2.450635
96.747000	2.441273
96.748000	2.432557
96.749000	2.422873
96.750000	2.418031
96.751000	2.424164
96.752000	2.437400
96.753000	2.451926
96.754000	2.463224
96.755000	2.469680
96.756000	2.474522
96.757000	2.477750
96.758000	2.481624
96.759000	2.482593
96.760000	2.481624
96.761000	2.478719
96.762000	2.475168
96.763000	2.469680
96.764000	2.463547
96.765000	2.457736
96.766000	2.451926
96.767000	2.446115
96.768000	2.442564
96.769000	2.439982
96.770000	2.439014
96.771000	2.439336
96.772000	2.439982
96.773000	2.441919
96.774000	2.444824
96.775000	2.448052
96.776000	2.451926
96.777000	2.455477
96.778000	2.458705
96.779000	2.460964
96.780000	2.462579
96.781000	2.464515
96.782000	2.465484
96.783000	2.465807
96.784000	2.465807
96.785000	2.467743
96.786000	2.468712
96.787000	2.469357
96.788000	2.471940
96.789000	2.474522
96.790000	2.475814
96.791000	2.474522
96.792000	2.471940
96.793000	2.467743
96.794000	2.463547
96.795000	2.459028
96.796000	2.458382
96.797000	2.460642
96.798000	2.463224
96.799000	2.465807
96.800000	2.468389
96.801000	2.471294
96.802000	2.473231
96.803000	2.473877
96.804000	2.474845
96.805000	2.475491
96.806000	2.475168
96.807000	2.475491
96.808000	2.475168
96.809000	2.473877
96.810000	2.472586
96.811000	2.472908
96.812000	2.473877
96.813000	2.474845
96.814000	2.476459
96.815000	2.479042
96.816000	2.482593
96.817000	2.483238
96.818000	2.482270
96.819000	2.479687
96.820000	2.477105
96.821000	2.476459
96.822000	2.475168
96.823000	2.474845
96.824000	2.473554
96.825000	2.473877
96.826000	2.474200
96.827000	2.476459
96.828000	2.478719
96.829000	2.479365
96.830000	2.480010
96.831000	2.480010
96.832000	2.480333
96.833000	2.480333
96.834000	2.479687
96.835000	2.477105
96.836000	2.476136
96.837000	2.475168
96.838000	2.472263
96.839000	2.470326
96.840000	2.467743
96.841000	2.465484
96.842000	2.465161
96.843000	2.468066
96.844000	2.475491
96.845000	2.482270
96.846000	2.487435
96.847000	2.492277
96.848000	2.496473
96.849000	2.499379
96.850000	2.500993
96.851000	2.502284
96.852000	2.504221
96.853000	2.505189
96.854000	2.505512
96.855000	2.504221
96.856000	2.503898
96.857000	2.503898
96.858000	2.503898
96.859000	2.506480
96.860000	2.509708
96.861000	2.512936
96.862000	2.518747
96.863000	2.525203
96.864000	2.532628
96.865000	2.538115
96.866000	2.540375
96.867000	2.536501
96.868000	2.527463
96.869000	2.514551
96.870000	2.501961
96.871000	2.490663
96.872000	2.481624
96.873000	2.475814
96.874000	2.472263
96.875000	2.470972
96.876000	2.472586
96.877000	2.475814
96.878000	2.479687
96.879000	2.483884
96.880000	2.487435
96.881000	2.490986
96.882000	2.492922
96.883000	2.493891
96.884000	2.494536
96.885000	2.493568
96.886000	2.488080
96.887000	2.480010
96.888000	2.474845
96.889000	2.475491
96.890000	2.479365
96.891000	2.483884
96.892000	2.490017
96.893000	2.496150
96.894000	2.500670
96.895000	2.503575
96.896000	2.504866
96.897000	2.504866
96.898000	2.504221
96.899000	2.504543
96.900000	2.503898
96.901000	2.503575
96.902000	2.503252
96.903000	2.504543
96.904000	2.508417
96.905000	2.511968
96.906000	2.514873
96.907000	2.517133
96.908000	2.518101
96.909000	2.517456
96.910000	2.512936
96.911000	2.508094
96.912000	2.503898
96.913000	2.500993
96.914000	2.497765
96.915000	2.496796
96.916000	2.497119
96.917000	2.497442
96.918000	2.496150
96.919000	2.495182
96.920000	2.496150
96.921000	2.496796
96.922000	2.496796
96.923000	2.496473
96.924000	2.490986
96.925000	2.482593
96.926000	2.470972
96.927000	2.460964
96.928000	2.458705
96.929000	2.475491
96.930000	2.509386
96.931000	2.547154
96.932000	2.573624
96.933000	2.582663
96.934000	2.577821
96.935000	2.563940
96.936000	2.546831
96.937000	2.528754
96.938000	2.511322
96.939000	2.496150
96.940000	2.486143
96.941000	2.480010
96.942000	2.476459
96.943000	2.475814
96.944000	2.475491
96.945000	2.475491
96.946000	2.477750
96.947000	2.479687
96.948000	2.481947
96.949000	2.485175
96.950000	2.489694
96.951000	2.493568
96.952000	2.498733
96.953000	2.504221
96.954000	2.509386
96.955000	2.513905
96.956000	2.517456
96.957000	2.519715
96.958000	2.524558
96.959000	2.529722
96.960000	2.533919
96.961000	2.534887
96.962000	2.534887
96.963000	2.532628
96.964000	2.530691
96.965000	2.528108
96.966000	2.526494
96.967000	2.523589
96.968000	2.519070
96.969000	2.516487
96.970000	2.514228
96.971000	2.513582
96.972000	2.509708
96.973000	2.503575
96.974000	2.495828
96.975000	2.490986
96.976000	2.486466
96.977000	2.489694
96.978000	2.500347
96.979000	2.513905
96.980000	2.527463
96.981000	2.541989
96.982000	2.554579
96.983000	2.566845
96.984000	2.577175
96.985000	2.582663
96.986000	2.581694
96.987000	2.576530
96.988000	2.569751
96.989000	2.563294
96.990000	2.557484
96.991000	2.552642
96.992000	2.550382
96.993000	2.546831
96.994000	2.541666
96.995000	2.539407
96.996000	2.540698
96.997000	2.541021
96.998000	2.538761
96.999000	2.529400
97.000000	2.514873
97.001000	2.498087
97.002000	2.480656
97.003000	2.467421
97.004000	2.469680
97.005000	2.488080
97.006000	2.511968
97.007000	2.535210
97.008000	2.560389
97.009000	2.581372
97.010000	2.597835
97.011000	2.603645
97.012000	2.601386
97.013000	2.596221
97.014000	2.595898
97.015000	2.603645
97.016000	2.612361
97.017000	2.615266
97.018000	2.607519
97.019000	2.584600
97.020000	2.551996
97.021000	2.515519
97.022000	2.484852
97.023000	2.466129
97.024000	2.464838
97.025000	2.481624
97.026000	2.515196
97.027000	2.555870
97.028000	2.596544
97.029000	2.629793
97.030000	2.652067
97.031000	2.658845
97.032000	2.650130
97.033000	2.629147
97.034000	2.595898
97.035000	2.561358
97.036000	2.536179
97.037000	2.522621
97.038000	2.516810
97.039000	2.517456
97.040000	2.520038
97.041000	2.517456
97.042000	2.513259
97.043000	2.511968
97.044000	2.516487
97.045000	2.522621
97.046000	2.527140
97.047000	2.531014
97.048000	2.543926
97.049000	2.564908
97.050000	2.592024
97.051000	2.618495
97.052000	2.640123
97.053000	2.658523
97.054000	2.672081
97.055000	2.677246
97.056000	2.666270
97.057000	2.638831
97.058000	2.601709
97.059000	2.557161
97.060000	2.515519
97.061000	2.487435
97.062000	2.479365
97.063000	2.482270
97.064000	2.501315
97.065000	2.531982
97.066000	2.569751
97.067000	2.615266
97.068000	2.651098
97.069000	2.669175
97.070000	2.653035
97.071000	2.615589
97.072000	2.568137
97.073000	2.514228
97.074000	2.466452
97.075000	2.433526
97.076000	2.398017
97.077000	2.367350
97.078000	2.376066
97.079000	2.408024
97.080000	2.445470
97.081000	2.490340
97.082000	2.539730
97.083000	2.576852
97.084000	2.599772
97.085000	2.607196
97.086000	2.598803
97.087000	2.592993
97.088000	2.595575
97.089000	2.603000
97.090000	2.632698
97.091000	2.681442
97.092000	2.710172
97.093000	2.709526
97.094000	2.693709
97.095000	2.673695
97.096000	2.646902
97.097000	2.606551
97.098000	2.569105
97.099000	2.552965
97.100000	2.537793
97.101000	2.515842
97.102000	2.492922
97.103000	2.472263
97.104000	2.466775
